id_municipio,idhm,idhm_educacao,idhm_renda,idhm_longevidade,pib_per_capita,indice_gini,taxa_abandono_fundamental,populacao_estimada,porte_municipio
2110005,0.635,0.559,0.609,0.736,30744.33,0.54,1.31,7893,Pequeno I (< 20k)
5102637,0.777,0.717,0.783,0.831,48803.7,0.491,1.34,16051,Pequeno I (< 20k)
3547304,0.807,0.75,0.809,0.862,32175.89,0.48,0.73,30234,Pequeno II (20k - 50k)
1501956,0.697,0.618,0.679,0.794,16391.9,0.56,2.76,5346,Pequeno I (< 20k)
4320909,0.695,0.628,0.707,0.75,49437.35,0.45,1.28,14718,Pequeno I (< 20k)
3523107,0.731,0.667,0.741,0.786,45747.03,0.5,1.57,12443,Pequeno I (< 20k)
2301703,0.647,0.572,0.62,0.748,26523.42,0.541,1.91,9002,Pequeno I (< 20k)
3136652,0.762,0.7,0.768,0.817,71799.11,0.552,1.85,1500,Pequeno I (< 20k)
3524402,0.753,0.69,0.76,0.808,76803.86,0.487,0.71,72424,Médio (50k - 100k)
4104709,0.738,0.676,0.746,0.793,64329.0,0.483,1.58,23153,Pequeno II (20k - 50k)
2408102,0.673,0.601,0.644,0.774,16255.74,0.579,2.02,20957,Pequeno II (20k - 50k)
4101804,0.751,0.69,0.757,0.806,53614.09,0.475,1.55,5857,Pequeno I (< 20k)
3111408,0.767,0.706,0.773,0.822,39080.36,0.523,0.94,24607,Pequeno II (20k - 50k)
3515103,0.79,0.731,0.794,0.845,59593.57,0.491,0.29,64281,Médio (50k - 100k)
3508504,0.762,0.7,0.768,0.817,45572.11,0.492,1.2,24840,Pequeno II (20k - 50k)
1721000,0.665,0.583,0.65,0.762,10044.95,0.487,2.29,15715,Pequeno I (< 20k)
4107652,0.751,0.69,0.758,0.806,131968.34,0.518,1.87,30429,Pequeno II (20k - 50k)
4115804,0.763,0.703,0.768,0.818,46776.74,0.497,1.14,8200,Pequeno I (< 20k)
2901908,0.735,0.669,0.7,0.836,16909.14,0.528,2.49,73160,Médio (50k - 100k)
2111722,0.61,0.532,0.587,0.711,10095.56,0.561,3.22,6324,Pequeno I (< 20k)
3501608,0.802,0.745,0.805,0.857,55287.49,0.486,1.09,19063,Pequeno I (< 20k)
3510609,0.724,0.659,0.734,0.779,30578.46,0.507,1.14,26684,Pequeno II (20k - 50k)
3545209,0.74,0.676,0.748,0.795,38406.43,0.478,1.0,5422,Pequeno I (< 20k)
2922300,0.696,0.626,0.665,0.797,14768.46,0.574,2.61,43315,Pequeno II (20k - 50k)
2505204,0.611,0.533,0.588,0.712,8927.86,0.586,2.58,5615,Pequeno I (< 20k)
3111309,0.806,0.749,0.808,0.861,61883.78,0.522,1.84,45451,Pequeno II (20k - 50k)
3300605,0.725,0.66,0.735,0.78,88358.68,0.459,1.62,55973,Médio (50k - 100k)
4300604,0.754,0.693,0.76,0.809,39874.82,0.57,1.2,8858,Pequeno I (< 20k)
3548500,0.785,0.725,0.789,0.84,32745.42,0.504,0.64,15493,Pequeno I (< 20k)
2609907,0.619,0.542,0.596,0.72,18200.38,0.554,2.67,7163,Pequeno I (< 20k)
4300307,0.773,0.714,0.777,0.828,44309.15,0.425,0.77,17767,Pequeno I (< 20k)
3543303,0.771,0.711,0.777,0.826,43198.13,0.519,1.5,25693,Pequeno II (20k - 50k)
5213103,0.775,0.714,0.781,0.829,33738.17,0.471,1.19,31388,Pequeno II (20k - 50k)
2925758,0.736,0.671,0.701,0.837,20469.99,0.516,2.56,24036,Pequeno II (20k - 50k)
1506807,0.683,0.603,0.666,0.78,17604.38,0.557,2.86,19193,Pequeno I (< 20k)
2922706,0.693,0.623,0.662,0.794,10405.75,0.563,2.59,1500,Pequeno I (< 20k)
4201406,0.743,0.681,0.75,0.798,51595.54,0.463,0.2,6552,Pequeno I (< 20k)
2304657,0.676,0.604,0.646,0.777,18198.01,0.522,1.99,14699,Pequeno I (< 20k)
2305100,0.619,0.542,0.596,0.72,18665.12,0.563,2.0,26933,Pequeno II (20k - 50k)
3515004,0.755,0.693,0.763,0.81,34770.38,0.499,1.98,8108,Pequeno I (< 20k)
2703304,0.72,0.653,0.686,0.821,27579.88,0.538,1.94,5519,Pequeno I (< 20k)
2308708,0.723,0.656,0.689,0.824,15934.14,0.529,3.36,1500,Pequeno I (< 20k)
4310108,0.728,0.665,0.737,0.783,39462.48,0.475,1.37,4434,Pequeno I (< 20k)
2603702,0.697,0.627,0.665,0.798,19988.97,0.528,2.53,113043,Grande (100k - 500k)
2313757,0.688,0.617,0.657,0.789,14162.59,0.533,2.29,7726,Pequeno I (< 20k)
2706406,0.631,0.555,0.606,0.732,12257.67,0.534,1.49,4221,Pequeno I (< 20k)
3151206,0.789,0.731,0.793,0.844,34053.38,0.465,0.79,10702,Pequeno I (< 20k)
3304524,0.716,0.65,0.727,0.771,46400.13,0.493,1.69,7035,Pequeno I (< 20k)
4124053,0.748,0.687,0.755,0.803,53293.33,0.466,1.27,20026,Pequeno II (20k - 50k)
4314159,0.714,0.649,0.724,0.769,84062.81,0.513,1.73,2473,Pequeno I (< 20k)
2208601,0.679,0.608,0.65,0.78,12501.85,0.546,3.22,11875,Pequeno I (< 20k)
2507200,0.681,0.609,0.651,0.782,24781.87,0.581,3.67,17902,Pequeno I (< 20k)
5211206,0.719,0.653,0.731,0.773,54026.06,0.485,1.49,22027,Pequeno II (20k - 50k)
5108402,0.781,0.722,0.787,0.835,60218.36,0.528,1.52,24753,Pequeno II (20k - 50k)
2706901,0.664,0.591,0.636,0.765,14164.33,0.527,2.42,60515,Médio (50k - 100k)
3112604,0.844,0.79,0.842,0.899,52347.23,0.504,0.2,17701,Pequeno I (< 20k)
1302306,0.687,0.607,0.67,0.784,31504.34,0.517,3.08,36271,Pequeno II (20k - 50k)
2107506,0.671,0.599,0.642,0.772,11852.51,0.558,2.68,11538,Pequeno I (< 20k)
4119301,0.752,0.691,0.759,0.807,72541.72,0.465,0.61,128283,Grande (100k - 500k)
3121605,0.722,0.657,0.732,0.777,50577.52,0.508,1.32,105478,Grande (100k - 500k)
5101803,0.764,0.703,0.771,0.818,55381.47,0.503,1.56,34017,Pequeno II (20k - 50k)
2806602,0.652,0.578,0.625,0.753,9832.95,0.537,2.38,84550,Médio (50k - 100k)
2101772,0.639,0.564,0.613,0.74,20254.73,0.598,2.66,3445,Pequeno I (< 20k)
3157005,0.799,0.741,0.802,0.854,86902.69,0.517,1.84,5618,Pequeno I (< 20k)
4101507,0.744,0.682,0.751,0.799,47923.87,0.482,1.09,15606,Pequeno I (< 20k)
1101005,0.661,0.579,0.647,0.758,46315.19,0.548,3.36,2307,Pequeno I (< 20k)
4122701,0.715,0.65,0.725,0.77,73916.2,0.449,0.89,5516,Pequeno I (< 20k)
2312403,0.7,0.63,0.668,0.801,14090.39,0.519,2.21,26561,Pequeno II (20k - 50k)
3104007,0.679,0.609,0.693,0.734,45896.75,0.5,0.92,4001,Pequeno I (< 20k)
3139201,0.802,0.745,0.805,0.857,74658.91,0.484,1.22,2517,Pequeno I (< 20k)
4108304,0.736,0.673,0.744,0.791,47206.47,0.56,1.0,2642,Pequeno I (< 20k)
5215009,0.717,0.651,0.729,0.771,40907.1,0.524,0.69,59224,Médio (50k - 100k)
3143104,0.821,0.765,0.821,0.876,49765.75,0.536,1.34,82013,Médio (50k - 100k)
4100400,0.804,0.748,0.805,0.859,46190.54,0.479,0.2,10404,Pequeno I (< 20k)
5218508,0.793,0.735,0.797,0.847,33672.23,0.527,2.59,79012,Médio (50k - 100k)
5104104,0.712,0.645,0.724,0.766,37807.68,0.496,1.71,11630,Pequeno I (< 20k)
4119509,0.757,0.696,0.763,0.812,61449.22,0.506,0.43,39478,Pequeno II (20k - 50k)
2805604,0.688,0.617,0.657,0.789,27028.9,0.512,2.29,1500,Pequeno I (< 20k)
5107909,0.772,0.711,0.778,0.826,75821.67,0.512,1.11,7759,Pequeno I (< 20k)
3202405,0.786,0.727,0.79,0.841,87161.9,0.514,0.44,10283,Pequeno I (< 20k)
3102407,0.746,0.682,0.754,0.801,46970.63,0.45,1.6,8548,Pequeno I (< 20k)
3159605,0.767,0.706,0.773,0.822,88008.57,0.498,1.85,4028,Pequeno I (< 20k)
3203205,0.803,0.746,0.806,0.858,67150.91,0.479,0.99,35208,Pequeno II (20k - 50k)
1302702,0.649,0.565,0.635,0.746,17098.55,0.517,2.22,30496,Pequeno II (20k - 50k)
2310852,0.64,0.565,0.615,0.741,24782.78,0.563,2.21,2617,Pequeno I (< 20k)
3163102,0.76,0.699,0.767,0.815,39108.38,0.471,0.33,74843,Médio (50k - 100k)
3504008,0.77,0.709,0.775,0.825,48996.5,0.468,0.84,20217,Pequeno II (20k - 50k)
1302900,0.758,0.686,0.734,0.855,20168.54,0.499,2.99,29320,Pequeno II (20k - 50k)
3520509,0.76,0.698,0.766,0.815,33744.35,0.461,0.45,5084,Pequeno I (< 20k)
1100189,0.666,0.584,0.651,0.763,24346.87,0.481,2.76,19608,Pequeno I (< 20k)
3509700,0.798,0.74,0.8,0.853,42907.43,0.442,1.48,7228,Pequeno I (< 20k)
5002001,0.705,0.638,0.719,0.759,30376.25,0.442,1.26,45967,Pequeno II (20k - 50k)
1507904,0.718,0.641,0.698,0.815,18954.6,0.551,2.28,28656,Pequeno II (20k - 50k)
5218003,0.814,0.758,0.817,0.868,80754.66,0.5,2.09,6969,Pequeno I (< 20k)
3129707,0.748,0.685,0.756,0.803,27098.1,0.516,1.34,5522,Pequeno I (< 20k)
5004502,0.757,0.696,0.765,0.811,47845.49,0.524,1.78,31503,Pequeno II (20k - 50k)
2112233,0.683,0.612,0.653,0.784,9930.29,0.534,1.91,12893,Pequeno I (< 20k)
1303403,0.715,0.638,0.695,0.812,28763.38,0.498,3.34,7823,Pequeno I (< 20k)
3124104,0.696,0.628,0.709,0.751,46319.71,0.401,1.6,3798,Pequeno I (< 20k)
5212105,0.768,0.707,0.775,0.822,36263.0,0.479,1.16,15074,Pequeno I (< 20k)
2413300,0.653,0.579,0.626,0.754,15586.13,0.536,3.01,9380,Pequeno I (< 20k)
4304200,0.746,0.684,0.752,0.801,29542.37,0.529,0.2,5954,Pequeno I (< 20k)
4305108,0.835,0.782,0.833,0.89,23835.29,0.488,1.45,17206,Pequeno I (< 20k)
4107009,0.767,0.708,0.772,0.822,60523.98,0.492,1.52,29218,Pequeno II (20k - 50k)
4104600,0.8,0.744,0.801,0.855,25339.13,0.494,1.8,39468,Pequeno II (20k - 50k)
2310803,0.747,0.682,0.71,0.848,10564.82,0.523,2.71,15684,Pequeno I (< 20k)
3305109,0.798,0.74,0.801,0.853,41747.76,0.509,0.78,26074,Pequeno II (20k - 50k)
3525706,0.705,0.638,0.717,0.76,45459.09,0.529,1.69,20592,Pequeno II (20k - 50k)
3552205,0.688,0.619,0.702,0.743,43552.62,0.49,1.32,13695,Pequeno I (< 20k)
4320008,0.802,0.746,0.803,0.857,51219.02,0.478,1.03,12470,Pequeno I (< 20k)
3519600,0.798,0.74,0.8,0.853,57260.84,0.488,2.28,29148,Pequeno II (20k - 50k)
1504604,0.648,0.564,0.635,0.745,15427.66,0.521,3.95,53846,Médio (50k - 100k)
2314003,0.737,0.671,0.702,0.838,16033.29,0.512,1.61,128120,Grande (100k - 500k)
3526902,0.715,0.649,0.726,0.77,35192.41,0.558,0.91,16955,Pequeno I (< 20k)
2500205,0.602,0.522,0.58,0.703,20602.67,0.556,1.82,7802,Pequeno I (< 20k)
1100049,0.719,0.642,0.699,0.816,20831.6,0.498,1.31,3956,Pequeno I (< 20k)
4306403,0.728,0.665,0.737,0.783,100719.49,0.489,1.36,62777,Médio (50k - 100k)
2616407,0.589,0.509,0.569,0.69,14646.11,0.501,2.29,4924,Pequeno I (< 20k)
3513504,0.692,0.624,0.705,0.747,41260.74,0.531,1.17,9419,Pequeno I (< 20k)
3535309,0.766,0.705,0.772,0.821,48670.12,0.527,0.37,35076,Pequeno II (20k - 50k)
3522901,0.782,0.723,0.786,0.837,32576.34,0.501,0.77,67954,Médio (50k - 100k)
3525300,0.83,0.776,0.83,0.885,43022.51,0.497,1.12,1542,Pequeno I (< 20k)
5221403,0.681,0.612,0.697,0.735,53015.07,0.525,0.54,4346,Pequeno I (< 20k)
3126109,0.825,0.77,0.825,0.88,51390.67,0.497,0.72,9715,Pequeno I (< 20k)
4303707,0.805,0.749,0.806,0.86,44772.07,0.458,0.49,8345,Pequeno I (< 20k)
4207106,0.767,0.708,0.772,0.822,80768.02,0.446,0.97,7183,Pequeno I (< 20k)
4307906,0.822,0.768,0.821,0.877,50212.52,0.468,1.05,24510,Pequeno II (20k - 50k)
2305506,0.661,0.588,0.633,0.762,12516.67,0.553,1.97,78145,Médio (50k - 100k)
4314407,0.865,0.815,0.86,0.92,57023.29,0.487,1.62,42294,Pequeno II (20k - 50k)
3543105,0.821,0.765,0.821,0.876,47842.97,0.519,0.82,171042,Grande (100k - 500k)
3522604,0.778,0.718,0.783,0.833,52237.49,0.493,1.61,9397,Pequeno I (< 20k)
3522109,0.716,0.65,0.727,0.771,58015.33,0.454,0.5,51810,Médio (50k - 100k)
2411205,0.732,0.666,0.697,0.833,15354.08,0.48,3.52,25246,Pequeno II (20k - 50k)
1503606,0.69,0.61,0.672,0.787,20002.34,0.51,1.97,14983,Pequeno I (< 20k)
2612901,0.668,0.595,0.639,0.769,28477.74,0.539,2.97,5874,Pequeno I (< 20k)
5106372,0.728,0.664,0.739,0.782,92472.4,0.55,0.33,3779,Pequeno I (< 20k)
3155702,0.785,0.726,0.789,0.84,45545.36,0.522,0.59,42212,Pequeno II (20k - 50k)
3205069,0.761,0.7,0.768,0.816,57184.36,0.55,1.92,1500,Pequeno I (< 20k)
4108452,0.706,0.64,0.717,0.761,36958.97,0.526,0.3,10239,Pequeno I (< 20k)
3301900,0.724,0.659,0.735,0.779,39846.96,0.458,1.34,53468,Médio (50k - 100k)
1501808,0.631,0.545,0.619,0.728,23954.43,0.56,3.1,26517,Pequeno II (20k - 50k)
2801702,0.683,0.612,0.653,0.784,27442.0,0.582,1.65,6880,Pequeno I (< 20k)
3129301,0.772,0.711,0.777,0.827,62869.15,0.54,1.2,91684,Médio (50k - 100k)
3554508,0.766,0.705,0.772,0.821,48106.83,0.513,1.25,2094,Pequeno I (< 20k)
5108303,0.766,0.704,0.773,0.82,69271.13,0.544,1.77,57866,Médio (50k - 100k)
3137403,0.863,0.812,0.859,0.918,55767.07,0.47,0.64,8370,Pequeno I (< 20k)
2107001,0.608,0.53,0.586,0.709,16861.03,0.591,2.96,12471,Pequeno I (< 20k)
2509008,0.61,0.531,0.587,0.711,24813.92,0.558,1.91,9306,Pequeno I (< 20k)
3130200,0.749,0.686,0.757,0.804,61440.06,0.476,1.89,39338,Pequeno II (20k - 50k)
1301852,0.651,0.567,0.637,0.748,20467.64,0.517,3.5,6318,Pequeno I (< 20k)
2807105,0.671,0.599,0.643,0.772,15481.26,0.548,2.89,5150,Pequeno I (< 20k)
3151404,0.844,0.79,0.842,0.899,51277.9,0.496,1.14,10188,Pequeno I (< 20k)
1505536,0.641,0.557,0.629,0.738,13834.22,0.548,2.4,24858,Pequeno II (20k - 50k)
5001243,0.774,0.714,0.781,0.828,45605.99,0.58,0.3,15590,Pequeno I (< 20k)
2102374,0.659,0.585,0.631,0.76,13663.82,0.555,2.03,34148,Pequeno II (20k - 50k)
2104206,0.684,0.613,0.654,0.785,31794.27,0.513,2.09,14224,Pequeno I (< 20k)
2107209,0.685,0.615,0.655,0.786,35194.71,0.564,2.91,24299,Pequeno II (20k - 50k)
3101706,0.786,0.727,0.79,0.841,76690.26,0.522,1.17,32423,Pequeno II (20k - 50k)
3112703,0.796,0.738,0.799,0.851,34815.36,0.508,1.26,72548,Médio (50k - 100k)
2512408,0.608,0.53,0.586,0.709,13924.86,0.563,2.0,75170,Médio (50k - 100k)
2602001,0.683,0.612,0.653,0.784,29479.45,0.556,2.26,9832,Pequeno I (< 20k)
2103604,0.669,0.596,0.64,0.77,11421.55,0.524,2.69,38351,Pequeno II (20k - 50k)
3522307,0.732,0.668,0.741,0.787,111233.43,0.507,1.76,17009,Pequeno I (< 20k)
4123501,0.816,0.761,0.816,0.871,50097.04,0.474,0.96,9252,Pequeno I (< 20k)
3132107,0.808,0.751,0.81,0.863,31682.67,0.463,1.42,192987,Grande (100k - 500k)
3156304,0.764,0.703,0.77,0.819,45290.62,0.502,1.08,30003,Pequeno II (20k - 50k)
4323002,0.819,0.764,0.818,0.874,45066.64,0.497,0.79,1500,Pequeno I (< 20k)
3157906,0.733,0.669,0.742,0.788,43624.04,0.514,0.73,2921,Pequeno I (< 20k)
3556404,0.811,0.754,0.812,0.866,40607.4,0.51,1.17,37979,Pequeno II (20k - 50k)
3131158,0.793,0.735,0.796,0.848,39519.1,0.497,0.2,4080,Pequeno I (< 20k)
4105805,0.756,0.695,0.762,0.811,31256.54,0.489,0.2,9813,Pequeno I (< 20k)
2304103,0.58,0.499,0.56,0.681,13242.58,0.486,2.81,5225,Pequeno I (< 20k)
3139409,0.747,0.685,0.755,0.802,21767.72,0.527,0.2,68631,Médio (50k - 100k)
4317400,0.719,0.655,0.729,0.774,55130.76,0.47,1.46,22857,Pequeno II (20k - 50k)
3545308,0.824,0.768,0.824,0.879,68504.05,0.48,1.37,36898,Pequeno II (20k - 50k)
3516200,0.779,0.72,0.784,0.834,70688.94,0.481,2.07,12751,Pequeno I (< 20k)
3551801,0.782,0.722,0.786,0.837,26820.53,0.471,1.3,22579,Pequeno II (20k - 50k)
3504503,0.768,0.707,0.774,0.823,42965.88,0.475,2.04,7905,Pequeno I (< 20k)
2307635,0.656,0.582,0.629,0.757,18067.47,0.496,2.41,6621,Pequeno I (< 20k)
3504107,0.742,0.678,0.75,0.797,48810.94,0.525,0.2,12827,Pequeno I (< 20k)
1600600,0.654,0.57,0.64,0.751,33862.09,0.561,2.54,18824,Pequeno I (< 20k)
4212239,0.736,0.673,0.743,0.791,33996.3,0.525,1.28,16535,Pequeno I (< 20k)
1505486,0.663,0.581,0.649,0.76,42063.62,0.503,2.28,10365,Pequeno I (< 20k)
4103701,0.742,0.68,0.75,0.797,57061.82,0.484,0.83,6629,Pequeno I (< 20k)
2917003,0.649,0.574,0.622,0.75,22742.44,0.518,1.89,14755,Pequeno I (< 20k)
2606200,0.662,0.589,0.634,0.763,25606.09,0.547,2.45,8440,Pequeno I (< 20k)
3306206,0.757,0.695,0.764,0.812,40836.48,0.489,1.46,6819,Pequeno I (< 20k)
4115705,0.788,0.73,0.791,0.843,44846.82,0.491,1.15,10540,Pequeno I (< 20k)
5212501,0.819,0.763,0.821,0.873,80290.61,0.502,3.13,15891,Pequeno I (< 20k)
2105302,0.599,0.52,0.578,0.7,12098.29,0.519,2.46,34959,Pequeno II (20k - 50k)
3203007,0.753,0.691,0.76,0.808,65433.71,0.497,2.37,13995,Pequeno I (< 20k)
3523206,0.801,0.743,0.803,0.856,51430.55,0.468,1.3,5073,Pequeno I (< 20k)
4319356,0.734,0.671,0.742,0.789,59811.57,0.463,0.52,2751,Pequeno I (< 20k)
3526704,0.76,0.698,0.767,0.815,47133.46,0.442,0.98,5928,Pequeno I (< 20k)
3520400,0.792,0.733,0.795,0.847,68420.21,0.47,0.2,13844,Pequeno I (< 20k)
2103703,0.675,0.603,0.646,0.776,21217.06,0.484,3.24,27390,Pequeno II (20k - 50k)
4121505,0.746,0.684,0.753,0.801,70137.28,0.472,0.91,99731,Médio (50k - 100k)
5103809,0.738,0.674,0.748,0.792,45743.47,0.547,1.98,59795,Médio (50k - 100k)
3145356,0.713,0.647,0.724,0.768,33187.16,0.511,2.36,22233,Pequeno II (20k - 50k)
3141801,0.814,0.757,0.815,0.869,52987.13,0.495,1.54,20253,Pequeno II (20k - 50k)
2800308,0.601,0.522,0.579,0.702,26345.97,0.512,2.14,4240,Pequeno I (< 20k)
5102793,0.754,0.692,0.763,0.808,42064.68,0.496,1.49,39754,Pequeno II (20k - 50k)
5105580,0.752,0.689,0.76,0.806,44375.52,0.541,1.31,8303,Pequeno I (< 20k)
2709152,0.698,0.629,0.667,0.799,9675.33,0.567,1.42,42378,Pequeno II (20k - 50k)
1506138,0.638,0.553,0.626,0.735,20006.01,0.515,3.26,12834,Pequeno I (< 20k)
2112506,0.67,0.597,0.641,0.771,12197.85,0.561,2.05,9494,Pequeno I (< 20k)
5204508,0.798,0.74,0.802,0.852,40423.62,0.555,1.78,23955,Pequeno II (20k - 50k)
3171303,0.779,0.719,0.783,0.834,39901.86,0.479,0.33,26633,Pequeno II (20k - 50k)
1503903,0.691,0.611,0.673,0.788,27330.22,0.545,2.52,70403,Médio (50k - 100k)
5208004,0.667,0.596,0.684,0.721,37445.83,0.507,0.84,2752,Pequeno I (< 20k)
3304201,0.791,0.732,0.794,0.846,46735.54,0.522,1.15,24130,Pequeno II (20k - 50k)
3152105,0.748,0.686,0.756,0.803,76084.1,0.49,0.2,2177,Pequeno I (< 20k)
2616100,0.727,0.66,0.692,0.828,19963.14,0.553,1.69,44192,Pequeno II (20k - 50k)
2702207,0.678,0.606,0.648,0.779,29854.2,0.524,3.09,24287,Pequeno II (20k - 50k)
3145208,0.82,0.765,0.821,0.875,67284.4,0.446,1.36,13634,Pequeno I (< 20k)
3140100,0.791,0.732,0.794,0.846,86371.62,0.485,1.04,14231,Pequeno I (< 20k)
2102606,0.673,0.601,0.644,0.774,30833.15,0.523,2.43,18379,Pequeno I (< 20k)
4118501,0.767,0.707,0.771,0.822,30284.57,0.515,0.97,63917,Médio (50k - 100k)
3530607,0.749,0.686,0.757,0.804,32875.2,0.481,1.95,5789,Pequeno I (< 20k)
5215231,0.828,0.773,0.829,0.882,69552.62,0.49,1.59,124440,Grande (100k - 500k)
3306008,0.75,0.687,0.758,0.805,38334.67,0.479,1.22,9483,Pequeno I (< 20k)
2205953,0.676,0.604,0.647,0.777,16810.26,0.531,1.68,2932,Pequeno I (< 20k)
3542701,0.805,0.748,0.807,0.86,51018.81,0.451,1.9,1613,Pequeno I (< 20k)
1704105,0.644,0.559,0.631,0.741,10078.38,0.464,2.2,11476,Pequeno I (< 20k)
3552809,0.734,0.67,0.743,0.789,17095.89,0.503,1.46,16443,Pequeno I (< 20k)
3519709,0.724,0.659,0.734,0.779,30881.42,0.457,2.14,16302,Pequeno I (< 20k)
3301876,0.74,0.676,0.748,0.795,46265.19,0.524,1.46,25659,Pequeno II (20k - 50k)
2908606,0.649,0.575,0.623,0.75,16699.66,0.531,2.74,1558,Pequeno I (< 20k)
2507903,0.645,0.571,0.619,0.746,22473.48,0.496,3.84,6519,Pequeno I (< 20k)
1100023,0.594,0.505,0.587,0.691,15994.76,0.504,2.37,6645,Pequeno I (< 20k)
3201506,0.777,0.718,0.782,0.832,43860.49,0.524,0.95,25615,Pequeno II (20k - 50k)
1504059,0.644,0.56,0.631,0.741,28620.15,0.528,3.42,4483,Pequeno I (< 20k)
3120201,0.827,0.772,0.827,0.882,31811.57,0.512,1.62,8787,Pequeno I (< 20k)
4306908,0.764,0.704,0.769,0.819,36930.44,0.429,0.49,3373,Pequeno I (< 20k)
1101302,0.621,0.535,0.611,0.718,14772.5,0.525,2.08,22582,Pequeno II (20k - 50k)
1702158,0.64,0.556,0.628,0.737,24552.19,0.493,3.19,18176,Pequeno I (< 20k)
5107107,0.797,0.739,0.801,0.851,60063.5,0.514,1.75,95633,Médio (50k - 100k)
3170701,0.747,0.684,0.755,0.802,45755.0,0.458,1.14,12594,Pequeno I (< 20k)
2308302,0.662,0.589,0.634,0.763,23363.72,0.545,2.71,6200,Pequeno I (< 20k)
2503209,0.567,0.484,0.548,0.668,21635.25,0.492,2.06,16072,Pequeno I (< 20k)
1301704,0.699,0.621,0.681,0.796,28547.43,0.5,3.14,9768,Pequeno I (< 20k)
2101608,0.637,0.562,0.612,0.738,14339.54,0.526,2.2,26217,Pequeno II (20k - 50k)
5203302,0.755,0.693,0.764,0.809,50491.83,0.521,0.42,13169,Pequeno I (< 20k)
5005707,0.724,0.659,0.736,0.778,44412.85,0.492,2.11,38819,Pequeno II (20k - 50k)
3140308,0.804,0.747,0.807,0.859,29002.84,0.434,2.05,14150,Pequeno I (< 20k)
2102200,0.699,0.629,0.667,0.8,27155.63,0.494,2.73,23758,Pequeno II (20k - 50k)
4101408,0.77,0.711,0.775,0.825,49628.65,0.38,1.73,14522,Pequeno I (< 20k)
3139003,0.766,0.705,0.772,0.821,40657.77,0.553,1.6,54461,Médio (50k - 100k)
5001102,0.814,0.758,0.817,0.868,88938.67,0.551,2.24,12645,Pequeno I (< 20k)
5100250,0.746,0.683,0.755,0.8,42416.64,0.484,1.8,9322,Pequeno I (< 20k)
5208707,0.759,0.697,0.767,0.813,45886.63,0.502,2.37,22710,Pequeno II (20k - 50k)
2106409,0.722,0.655,0.688,0.823,12612.56,0.516,1.17,79831,Médio (50k - 100k)
1101807,0.674,0.592,0.658,0.771,38982.35,0.503,2.29,98975,Médio (50k - 100k)
3531308,0.858,0.806,0.855,0.913,68116.49,0.498,1.68,14833,Pequeno I (< 20k)
3552403,0.829,0.774,0.829,0.884,38371.68,0.505,0.66,11403,Pequeno I (< 20k)
3143450,0.758,0.696,0.764,0.813,26775.0,0.516,1.08,16286,Pequeno I (< 20k)
1508357,0.689,0.609,0.671,0.786,11167.99,0.545,2.21,10301,Pequeno I (< 20k)
4315701,0.806,0.75,0.806,0.861,46229.87,0.468,1.22,7658,Pequeno I (< 20k)
5212055,0.794,0.735,0.798,0.848,41570.59,0.518,2.41,9577,Pequeno I (< 20k)
4209300,0.697,0.631,0.709,0.752,46391.41,0.471,1.45,14512,Pequeno I (< 20k)
2303204,0.683,0.612,0.653,0.784,15182.22,0.493,1.74,9347,Pequeno I (< 20k)
3538709,0.717,0.651,0.728,0.772,63699.17,0.505,1.32,15493,Pequeno I (< 20k)
2604304,0.635,0.559,0.61,0.736,17300.61,0.52,3.72,5725,Pequeno I (< 20k)
5217203,0.729,0.664,0.74,0.783,53463.63,0.472,2.12,22079,Pequeno II (20k - 50k)
2414407,0.652,0.578,0.626,0.753,18108.19,0.531,2.23,24497,Pequeno II (20k - 50k)
3545803,0.765,0.704,0.771,0.82,32226.56,0.448,0.93,35188,Pequeno II (20k - 50k)
2602704,0.627,0.551,0.603,0.728,18216.99,0.56,2.55,5313,Pequeno I (< 20k)
2513851,0.648,0.574,0.622,0.749,19997.58,0.565,3.11,26977,Pequeno II (20k - 50k)
2103158,0.55,0.466,0.533,0.651,14125.22,0.474,3.09,4046,Pequeno I (< 20k)
3103207,0.771,0.71,0.776,0.826,45873.01,0.544,1.27,17045,Pequeno I (< 20k)
4101606,0.734,0.672,0.742,0.789,39784.86,0.518,1.34,19247,Pequeno I (< 20k)
2307304,0.677,0.605,0.648,0.778,8996.83,0.543,1.79,46955,Pequeno II (20k - 50k)
4318309,0.785,0.728,0.788,0.84,37729.5,0.522,0.98,106239,Grande (100k - 500k)
2506301,0.594,0.515,0.573,0.695,22477.56,0.549,2.16,31594,Pequeno II (20k - 50k)
2107357,0.615,0.537,0.591,0.716,33104.39,0.554,1.66,20979,Pequeno II (20k - 50k)
3126406,0.758,0.696,0.765,0.813,49397.72,0.515,1.42,13549,Pequeno I (< 20k)
2806503,0.647,0.573,0.621,0.748,37257.41,0.522,2.15,5825,Pequeno I (< 20k)
4207502,0.823,0.769,0.822,0.878,50416.45,0.456,0.91,6586,Pequeno I (< 20k)
1100148,0.682,0.601,0.665,0.779,22892.73,0.52,1.98,34971,Pequeno II (20k - 50k)
2301851,0.689,0.618,0.658,0.79,12635.68,0.511,2.68,4026,Pequeno I (< 20k)
3133402,0.822,0.767,0.823,0.877,72696.13,0.526,1.29,4291,Pequeno I (< 20k)
