ano,id_municipio,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2024,2611101,60012723,26071043,1,2,3,1,1,0,667.8,1
2024,2615102,60011979,26013673,1,2,3,1,1,0,705.51,1
2024,2905008,60016398,29029373,1,2,3,1,1,0,686.88,1
2024,2905156,60017399,29029919,1,2,3,1,1,1,769.13,1
2024,2919553,60017377,29915384,1,2,3,1,1,1,770.31,1
2024,3202553,60022810,32046936,1,2,3,1,1,1,800.9,1
2024,5215306,60041551,52074667,1,2,3,1,1,1,776.58,1
2023,3205309,60023523,32011008,1,2,3,1,1,1,874.6309277,1
2023,5005806,60040394,50645650,1,2,3,1,1,1,749.78,1
2024,1301902,60000948,13011046,1,2,3,1,1,1,765.98,1
2024,2501104,60011171,25018213,1,2,3,1,1,1,850.59,1
2024,2902807,60017265,29013618,1,2,3,1,1,0,685.17,1
2024,2918001,60017134,29125587,1,2,3,1,1,0,714.16,1
2024,2928208,60017284,29919094,1,2,3,1,1,0,672.5,1
2024,2932804,60016281,29258011,1,2,3,1,1,0,713.54,1
2024,3133709,60018609,31106043,1,2,3,1,1,0,731.38,1
2024,3204401,60022788,32040205,1,2,3,1,1,0,686.55,1
2024,3539301,60030568,35142066,1,2,3,1,1,1,821.514298,1
2024,3556107,60029360,35233080,1,2,3,1,1,1,748.0432867,1
2023,2512754,60011097,25014355,1,2,3,1,1,0,714.4441129,1
2023,3110608,60019173,31099856,1,2,3,1,1,0,663.7087,1
2024,1600303,60003703,16002425,1,2,3,1,1,0,685.83,1
2024,2301901,60008753,23019641,1,2,3,1,1,1,770.4,1
2024,2501807,60011359,25013900,1,2,3,1,1,0,665.9,1
2024,2704302,60014005,27016223,1,2,3,1,1,0,724.8,1
2024,5205497,60041296,52063137,1,2,3,1,1,0,705.99,1
2023,2105708,60004673,21049569,1,2,3,1,1,1,826.0379585,1
2023,2211001,60006498,22010939,1,2,3,1,1,1,752.5590466,1
2023,5005251,60040443,50620300,1,2,3,1,1,0,730.97,1
2024,1508001,60002416,15081699,1,2,3,1,1,1,756.85,1
2024,2201051,60006631,22014793,1,2,3,1,1,0,677.63,1
2024,2201200,60006262,22003361,1,2,3,1,1,1,748.23,1
2024,2302800,60007815,23008958,1,2,3,1,1,1,850.81,1
2024,2701308,60013538,27032315,1,2,3,1,1,1,768.83,1
2024,2926103,60015530,29185657,1,2,3,1,1,1,769.84,1
2024,2927408,60016018,29198897,1,2,3,1,1,1,752.37,1
2024,2930006,60017262,29237625,1,2,3,1,1,1,760.08,1
2024,3524709,60030474,35041184,1,2,3,1,1,1,773.5256568,1
2024,3536703,60028458,35096941,1,2,3,1,1,0,707.8042303,1
2024,5213053,60041969,52070485,1,2,3,1,1,1,777.16,1
2023,2302602,60007274,23074448,1,2,3,1,1,1,852.9666525,1
2023,2309409,60008347,23044298,1,2,3,1,1,1,858.4912237,1
2023,2309409,60008351,23044373,1,2,3,1,1,1,754.8201911,1
2023,2611101,60011908,26076275,1,2,3,1,1,1,774.3653487,1
2023,5003488,60040210,50542700,1,2,3,1,1,0,720.81,1
2024,2103257,60004950,21032980,1,2,3,1,1,1,764.75,1
2024,2204808,60007163,22019043,1,2,3,1,1,1,821.55,1
2024,3134806,60020939,31188739,1,2,3,1,1,1,795.73,1
2024,3550308,60027009,35361226,1,2,3,1,1,1,806.3990448,1
2024,4321451,60038876,43107859,1,2,3,1,1,1,771.4373541,1
2023,3162401,60019624,31117635,1,2,3,1,1,1,852.2630719,1
2023,5003256,60040332,50534610,1,2,3,1,1,0,689.46,1
2024,2201988,60006753,22022394,1,2,3,1,1,1,792.25,1
2024,2312007,60007542,23072961,1,2,3,1,1,1,806.04,1
2024,2907103,60017581,29049137,1,2,3,1,1,1,755.87,1
2024,2111607,60005565,21056575,1,2,3,1,1,1,773.97,1
2024,2313401,60009267,23003184,1,2,3,1,1,1,769.07,1
2024,2700300,60013828,27002625,1,2,3,1,1,0,660.02,1
2024,3201308,60023039,32045816,1,2,3,1,1,0,730.71,1
2024,3205309,60023131,32010133,1,2,3,1,1,1,835.52,1
2024,3543402,60026387,35155330,1,2,2,1,1,1,753.5128206,1
2023,2306108,60009479,23083032,1,2,3,1,1,1,847.6564241,1
2023,2501005,60010844,25017296,1,2,3,1,1,1,788.2980301,1
2023,2501005,60010844,25017295,1,2,3,1,1,0,700.2330289,1
2023,5100201,60040869,51001826,1,2,3,1,1,0,739.22,1
2024,2101103,60004447,21014325,1,2,3,1,1,1,811.47,1
2024,2605152,60011588,26069037,1,2,3,1,1,1,757.39,1
2024,2613602,60012888,26058227,1,2,3,1,1,0,698.1,1
2024,2928802,60015329,29230027,1,2,3,1,1,0,717.51,1
2024,3108909,60018822,31142465,1,2,3,1,1,1,819.31,1
2024,3165305,60021249,31026881,1,2,3,1,1,1,773.5,1
2024,5007505,60039991,50013712,1,2,3,1,1,1,766.97,1
2023,2801108,60014558,28150029,1,2,3,1,1,0,729.76,1
2024,2305407,60008587,23014967,1,2,3,1,1,1,807.82,1
2024,2707909,60013710,27027083,1,2,3,1,1,0,711.24,1
2024,2913903,60017135,29098588,1,2,3,1,1,0,678.31,1
2024,2915809,60017287,29112178,1,2,3,1,1,0,705.08,1
2024,2919207,60017479,29139630,1,2,3,1,1,0,728.48,1
2024,3140506,60018550,31175060,1,2,2,1,1,0,735.78,1
2024,3152204,60019193,31014936,1,2,2,1,1,1,749.58,1
2024,3507209,60031356,35015715,1,2,3,1,1,1,821.514298,1
2024,3555000,60026467,35228262,1,2,2,1,1,0,672.4592668,1
2024,5201405,60041734,52018778,1,2,3,1,1,1,797.42,1
2023,2707701,60014040,27013066,1,2,3,1,1,0,713.3102528,1
2024,2305266,60008300,23075790,1,2,3,1,1,1,743.19,1
2024,2500403,60010676,25020845,1,2,3,1,1,0,727.08,1
2024,2911808,60016933,29086589,1,2,3,1,1,1,755.87,1
2024,2927408,60017643,29219746,1,2,3,1,1,1,804.33,1
2024,3537800,60029953,35229553,1,2,3,1,1,1,766.8449345,1
2024,4104907,60032501,41038779,1,2,3,1,1,1,769.79,1
2024,5205497,60041297,52063226,1,2,3,1,1,0,647.15,1
2023,2304285,60008105,23024916,1,2,3,1,1,1,803.1885736,1
2023,5005806,60040394,50645580,1,2,3,1,1,0,727.61,1
2024,3537602,60029975,35199678,1,2,3,1,1,0,728.9154624,1
2024,3550308,60025887,35352132,1,2,2,1,1,1,786.1511403,1
2024,3557006,60027828,35231384,1,2,3,1,1,1,743.5783276,1
2024,5002704,60040101,50010173,1,2,3,1,1,1,780.74,1
2023,2313609,60007441,23079845,1,2,3,1,1,1,793.3718318,1
2023,2707701,60014040,27013000,1,2,3,1,1,1,757.9211954,1
2023,5003488,60040210,50542780,1,2,3,1,1,0,606.78,1
2023,5002704,60040256,50422520,1,2,3,1,1,0,736.04,1
2024,2109239,60005856,21023970,1,2,3,1,1,0,626.86,1
2024,2211407,60007192,22017966,1,2,3,1,1,1,773.76,1
2024,3123403,60021111,31109590,1,2,3,1,1,1,770.98,1
2024,3146107,60019443,31156874,1,2,3,1,1,1,772.72,1
2024,3161007,60021627,31082935,1,2,3,1,1,1,792.77,1
2024,3502101,60028580,35006110,1,2,3,1,1,1,821.514298,1
2024,3550308,60026514,35384295,1,2,2,1,1,0,730.6348368,1
2024,5006200,60040033,50031547,1,2,3,1,1,1,751.53,1
2023,2804201,60014399,28214558,1,2,3,1,1,0,671.15,1
2023,3139706,60018890,31004834,1,2,3,1,1,1,769.9731,1
2023,5005400,60040507,50627790,1,2,3,1,1,1,790.48,1
2024,2605301,60011395,26061094,1,2,3,1,1,1,756.71,1
2024,2925303,60017699,29180048,1,2,3,1,1,1,804.33,1
2024,4113254,60033015,41081012,1,2,3,1,1,0,689.71,1
2023,2303402,60007366,23076228,1,2,3,1,1,1,812.8795475,1
2024,2308104,60009470,23026081,1,2,3,1,1,1,756.53,1
2024,2606804,60012278,26027581,1,2,3,1,1,0,676.02,1
2024,2610707,60012421,26078368,1,2,3,1,1,0,741.84,1
2024,2700102,60013219,27001526,1,2,3,1,1,0,669.38,1
2024,2902906,60016535,29014604,1,2,3,1,1,0,684.2,1
2024,2904605,60016487,29025985,1,2,3,1,1,1,761.79,1
2024,2914000,60015283,29099158,1,2,3,1,1,0,727.94,1
2024,2933307,60016600,29263799,1,2,3,1,1,0,729.04,1
2024,3547809,60026114,35309423,1,2,2,1,1,1,756.6385512,1
2024,3550308,60029214,35347387,1,2,3,1,1,1,752.8484334,1
2024,4125100,60033904,41069542,1,2,3,1,1,1,767.21,1
2023,5007695,60040237,50711760,1,2,3,1,1,0,630.97,1
2024,2921005,60017879,29151867,1,2,3,1,1,1,789.22,1
2024,2926004,60017029,29185348,1,2,3,1,1,1,754.32,1
2024,3528502,60029919,35246477,1,2,3,1,1,1,762.3404876,1
2024,2302404,60009099,23041488,1,2,3,1,1,1,821.18,1
2024,2304400,60009357,23088615,1,2,3,1,1,1,769.04,1
2024,2504603,60011007,25015079,1,2,3,1,1,1,796.71,1
2024,2803500,60014187,28007108,1,2,3,1,1,0,637.28,1
2024,2900702,60015600,29002457,1,2,3,1,1,1,813.25,1
2024,2910800,60017155,29077530,1,2,3,1,1,0,659.07,1
2024,3165537,60021743,31076820,1,2,3,1,1,0,740.21,1
2023,5007695,60040234,50712530,1,2,3,1,1,0,621,1
2024,2308351,60008396,23019623,1,2,3,1,1,1,860.04,1
2024,2311108,60008849,23051793,1,2,3,1,1,1,755.21,1
2024,2930105,60014969,29238705,1,2,3,1,1,0,738.02,1
2024,2304269,60008392,23023890,1,2,3,1,1,1,797.05,1
2024,2311801,60008532,23054230,1,2,3,1,1,1,821.13,1
2024,2903201,60014622,29016605,1,2,3,1,1,1,791.44,1
2024,2910057,60017932,29064278,1,2,3,1,1,0,658.83,1
2024,2924009,60014839,29906838,1,2,3,1,1,0,716.81,1
2024,3205101,60022659,32022423,1,2,3,1,1,1,767.82,1
2024,3520103,60029891,35178193,1,2,3,1,1,1,806.3990448,1
2024,3529401,60026096,35289657,1,2,2,1,1,0,738.8105161,1
2024,3543006,60029854,35008390,1,2,3,1,1,1,781.0188242,1
2023,2304400,60009503,23014551,1,2,3,1,1,1,845.460888,1
2023,2806701,60014908,28194670,1,2,3,1,1,0,713.96,1
2023,5007406,60040230,50703690,1,2,3,1,1,0,726.27,1
2023,5003702,60040552,50552660,1,2,3,1,1,1,782.49,1
2024,2613008,60011789,26013038,1,2,3,1,1,0,640.91,1
2024,2906501,60015894,29043282,1,2,3,1,1,1,775.79,1
2024,2918100,60015350,29126564,1,2,3,1,1,1,749.62,1
2024,3527603,60030691,35154571,1,2,3,1,1,1,806.3990448,1
2024,3550209,60028922,35073369,1,2,3,1,1,0,723.2828558,1
2023,2511905,60011432,25009271,1,2,3,1,1,1,769.0451777,1
2024,1100288,60000371,11016239,1,2,3,1,1,1,753.1,1
2024,2201200,60006266,22003554,1,2,3,1,1,0,647.96,1
2024,2301000,60007980,23020804,1,2,3,1,1,1,756.47,1
2024,2613602,60012887,26058186,1,2,3,1,1,0,651.2,1
2024,2905909,60017563,29039822,1,2,3,1,1,0,708.49,1
2024,2925501,60017822,29182147,1,2,3,1,1,1,750.4,1
2024,3549904,60027093,35189171,1,2,3,1,1,1,821.514298,1
2024,5002209,60039793,50026009,1,2,3,1,1,1,743.17,1
2023,3165503,60019099,31099239,1,2,3,1,1,0,698.4112572,1
2024,2606101,60012136,26015586,1,2,3,1,1,0,733.62,1
2024,2700300,60013407,27003372,1,2,3,1,1,0,731.51,1
2024,3160108,60021012,31042558,1,2,3,1,1,1,775.54,1
2024,4124509,60032040,41038539,1,2,3,1,1,1,780.75,1
2024,5300108,60042346,53026465,1,2,2,1,1,1,865.36,1
2023,5003504,60040500,50545140,1,2,3,1,1,0,738.99,1
2024,2614857,60012235,26025397,1,2,3,1,1,0,728.42,1
2024,3549904,60029029,35191375,1,2,3,1,1,0,626.5846077,1
2024,1501402,60001993,15091045,1,2,2,1,1,0,687.8,1
2024,2202208,60006589,22015013,1,2,3,1,1,0,666.83,1
2024,2511400,60010551,25026570,1,2,3,1,1,1,755.51,1
2024,2611101,60011613,26070346,1,2,3,1,1,1,834.26,1
2024,2911105,60017895,29082746,1,2,3,1,1,0,691.43,1
2024,2917300,60016686,29118658,1,2,3,1,1,1,763.89,1
2024,2927408,60015988,29196035,1,2,3,1,1,0,720.54,1
2024,3509502,60026335,35041941,1,2,2,1,1,1,778.2353432,1
2023,2211001,60006498,22010934,1,2,3,1,1,1,801.0714139,1
2023,2310704,60007835,23064065,1,2,3,1,1,1,792.6313934,1
2023,5002209,60040378,50377880,1,2,3,1,1,0,672.5,1
2024,2106755,60004702,21012670,1,2,3,1,1,0,662.15,1
2024,2110039,60004856,21024169,1,2,3,1,1,0,717.51,1
2024,2111300,60004396,21005930,1,2,3,1,1,0,719.1,1
2024,2913200,60017592,29092349,1,2,3,1,1,0,703.96,1
2024,3146107,60019442,31110685,1,2,2,1,1,0,735.83,1
2024,3204906,60022393,32029615,1,2,3,1,1,0,737.8,1
2024,3515707,60030127,35324683,1,2,3,1,1,1,751.6862078,1
2024,4120804,60033673,41008425,1,2,3,1,1,1,785.66,1
2023,5007901,60040318,50718540,1,2,3,1,1,0,670.44,1
2023,5008305,60040357,50742460,1,2,3,1,1,1,807.78,1
2024,2310407,60007831,23026265,1,2,3,1,1,1,805.76,1
2024,2927408,60017314,29214913,1,2,3,1,1,0,688.11,1
2024,3140001,60019450,31098485,1,2,3,1,1,1,793.29,1
2024,3167004,60020211,31176559,1,2,3,1,1,1,754.83,1
2024,3550308,60025750,35396584,1,2,2,1,1,1,778.2353432,1
2024,4127957,60032688,41042795,1,2,3,1,1,1,805.23,1
2023,2310258,60007762,23063584,1,2,3,1,1,1,797.4226463,1
2023,5002704,60040275,50435610,1,2,3,1,1,1,791.18,1
2023,5105606,60041357,51023236,1,2,3,1,1,1,774.69,1
2024,2304236,60007365,23054937,1,2,3,1,1,0,740.03,1
2024,2304400,60009045,23086735,1,2,3,1,1,1,800.44,1
2024,2701001,60013723,27005506,1,2,3,1,1,1,780.96,1
2024,2305209,60007620,23009973,1,2,3,1,1,1,877.13,1
2024,2307650,60008156,23054037,1,2,3,1,1,1,798.03,1
2024,2604106,60011741,26003216,1,2,3,1,1,0,731.14,1
2024,2706000,60013337,27021157,1,2,3,1,1,1,798.34,1
2024,2923001,60017437,29161991,1,2,3,1,1,1,749.73,1
2024,3539301,60028215,35141848,1,2,3,1,1,0,641.0536173,1
2024,3550308,60025802,35393200,1,2,2,1,1,0,712.4129452,1
2023,3201704,60023314,32047111,1,2,3,1,1,1,774.7828889,1
2024,2304400,60008957,23062577,1,2,3,1,1,1,845.97,1
2024,2912202,60016247,29088356,1,2,3,1,1,0,677.43,1
2024,2918357,60015031,29127729,1,2,3,1,1,1,770.31,1
2024,4116802,60031959,41006431,1,2,3,1,1,1,776.34,1
2024,5008305,60039771,50037993,1,2,3,1,1,1,790.25,1
2023,3200102,60022863,32046104,1,2,2,1,1,1,805.4276431,1
2023,5007208,60040460,50695170,1,2,3,1,1,1,761.04,1
2024,1200609,60000570,12005703,1,2,3,1,1,1,758.26,1
2024,2207900,60006621,22006155,1,2,3,1,1,1,769.41,1
2024,2302800,60007802,23062591,1,2,3,1,1,1,854.58,1
2024,3550605,60029557,35195497,1,2,3,1,1,0,644.7132242,1
2023,5007554,60040547,50707130,1,2,3,1,1,1,763.87,1
2024,2910800,60017574,29078814,1,2,3,1,1,0,692.5,1
2024,2930105,60014969,29238697,1,2,3,1,1,0,707.02,1
2024,3122306,60020546,31055742,1,2,3,1,1,1,800.26,1
2024,3162559,60020845,31159924,1,2,3,1,1,1,770.93,1
2024,3546603,60030180,35093380,1,2,3,1,1,1,806.3990448,1
2024,3554102,60029112,35225293,1,2,3,1,1,1,781.8094351,1
2024,4117271,60032301,41060116,1,2,3,1,1,1,756.91,1
2023,3203700,60023206,32045834,1,2,3,1,1,1,796.7611175,1
2024,1720804,60003914,17015183,1,2,3,1,1,1,786.62,1
2024,2205805,60007196,22004858,1,2,3,1,1,1,821.55,1
2024,2304400,60009283,23078940,1,2,3,1,1,0,711.54,1
2024,2807501,60014432,28004942,1,2,3,1,1,0,678.97,1
2024,2917607,60016318,29121680,1,2,3,1,1,0,665.45,1
2024,3201209,60022939,32037272,1,2,3,1,1,1,744.4,1
2023,2301000,60008034,23019857,1,2,3,1,1,1,846.2949006,1
2023,2706307,60014180,27012150,1,2,3,1,1,0,644.2117073,1
2024,1100155,60000122,11021560,1,2,3,1,1,0,688.36,1
2024,2100477,60005817,21017638,1,2,3,1,1,0,729.08,1
2024,2915601,60016964,29111450,1,2,3,1,1,0,739.46,1
2024,2923704,60014904,29166020,1,2,3,1,1,0,698.81,1
2024,2923803,60015468,29166374,1,2,3,1,1,1,776.4,1
2024,2907103,60017264,29049079,1,2,3,1,1,1,747.14,1
2024,3132503,60018438,31124664,1,2,2,1,1,1,797.58,1
2023,5005004,60040391,50613260,1,2,3,1,1,0,681.46,1
2024,2200053,60007063,22027628,1,2,3,1,1,1,777.69,1
2024,2208304,60006428,22006495,1,2,3,1,1,0,719.94,1
2024,2304202,60008768,23000567,1,2,3,1,1,1,789.94,1
2024,2304707,60007315,23050077,1,2,3,1,1,1,866.26,1
2024,2601300,60011989,26013737,1,2,3,1,1,1,775.3,1
2024,2605152,60011587,26068980,1,2,3,1,1,0,728.66,1
2024,2805901,60014291,28009774,1,2,3,1,1,1,779.6,1
2024,3555406,60029945,35058788,1,2,3,1,1,0,724.0595445,1
2024,5205059,60041675,52050033,1,2,3,1,1,1,831.37,1
2023,2700102,60014139,27019002,1,2,3,1,1,0,700.1191313,1
2024,2100477,60005771,21017550,1,2,3,1,1,1,832.8,1
2024,2201929,60006749,22023610,1,2,3,1,1,1,747.51,1
2024,2205565,60006956,22022819,1,2,3,1,1,1,783.91,1
2024,2304400,60008989,23039061,1,2,3,1,1,1,760.7,1
2024,2307106,60008802,23076070,1,2,3,1,1,1,817.79,1
2024,2601102,60011366,26079327,1,2,3,1,1,1,761.28,1
2024,2704302,60013663,27014701,1,2,3,1,1,0,701.21,1
2024,2906873,60017171,29047116,1,2,3,1,1,0,728.04,1
2024,2918357,60015036,29128033,1,2,3,1,1,1,751.91,1
2024,2933307,60016619,29265682,1,2,3,1,1,1,813.25,1
2023,2512705,60011628,25027446,1,2,3,1,1,0,706.3216807,1
2023,2603009,60011889,26075263,1,2,3,1,1,1,801.2916501,1
2024,2112209,60006180,21065350,1,2,3,1,1,0,707.87,1
2024,2206902,60006676,22017598,1,2,3,1,1,1,797.81,1
2024,2303402,60007361,23039259,1,2,3,1,1,1,810.88,1
2024,2909901,60017292,29062378,1,2,3,1,1,0,738.26,1
2024,3503208,60031475,35013297,1,2,2,1,1,1,796.360933,1
2024,3505708,60030025,35237269,1,2,3,1,1,1,771.6064137,1
2024,5107925,60040209,51030608,1,2,3,1,1,1,785.6,1
2024,2304202,60008767,23048653,1,2,3,1,1,1,872.4,1
2024,2602803,60011661,26064231,1,2,3,1,1,1,811.3,1
2024,2907509,60017218,29051757,1,2,3,1,1,0,717.17,1
2024,2932200,60016889,29255482,1,2,3,1,1,0,734.34,1
2024,3136702,60019005,31163584,1,2,3,1,1,0,657.98,1
2023,3139706,60018890,31004837,1,2,3,1,1,1,782.3452,1
2023,5000252,60040218,50332050,1,2,3,1,1,1,776.21,1
2024,2305407,60008598,23049306,1,2,3,1,1,0,728.39,1
2024,2611606,60012450,26044134,1,2,3,1,1,1,756.05,1
2024,2704807,60013365,27019521,1,2,3,1,1,0,669.96,1
2024,2910701,60015388,29067428,1,2,3,1,1,0,689.56,1
2024,2911808,60016933,29086582,1,2,3,1,1,1,813.25,1
2024,3201209,60022834,32035902,1,2,3,1,1,1,805.11,1
2024,3304607,60023455,33021504,1,2,3,1,1,1,754.3,1
2024,3518800,60026006,35270862,1,2,2,1,1,1,806.3990448,1
2024,3526308,60029950,35223934,1,2,3,1,1,1,796.360933,1
2024,3529401,60031615,35291964,1,2,2,1,1,1,806.3990448,1
2024,3541000,60030204,35146768,1,2,3,1,1,1,760.4150154,1
2024,5101407,60040603,51011046,1,2,3,1,1,0,741.3,1
2024,2105450,60005434,21052002,1,2,3,1,1,1,749.29,1
2024,2304400,60008063,23088360,1,2,3,1,1,1,798.61,1
2024,2304400,60009176,23066346,1,2,3,1,1,1,801.15,1
2024,2614600,60011516,26059315,1,2,3,1,1,0,656.92,1
2024,3205002,60022647,32044633,1,2,2,1,1,1,788.63,1
2024,3526803,60030729,35026720,1,2,3,1,1,1,760.4968332,1
2024,3530508,60026339,35174904,1,2,2,1,1,1,806.3990448,1
2023,2311959,60008822,23054943,1,2,3,1,1,1,855.717546,1
2023,2802106,60014800,28050067,1,2,2,1,1,1,770.71,1
2023,3139706,60018890,31200502,1,2,3,1,1,1,766.2175527,1
2023,5008305,60040353,50738130,1,2,3,1,1,1,822.79,1
2023,5006606,60040645,50680040,1,2,3,1,1,1,791.18,1
2024,2607307,60013059,26061585,1,2,3,1,1,1,759.38,1
2024,2919207,60017905,29140212,1,2,3,1,1,0,688.09,1
2024,3516408,60031022,35244878,1,2,3,1,1,0,641.9909592,1
2023,5005806,60040394,50645700,1,2,3,1,1,0,704.2,1
2023,5000609,60040586,50334920,1,2,3,1,1,0,728.39,1
2024,2305233,60008202,23077226,1,2,3,1,1,1,804.66,1
2024,2307650,60008151,23075067,1,2,3,1,1,1,824.85,1
2024,3510401,60030703,35050354,1,2,3,1,1,0,730.5924963,1
2023,3148103,60022397,31172375,1,2,3,1,1,1,762.6173,1.000317
2023,3153608,60021904,31197974,1,2,3,1,1,1,785.4868,1.000317
2023,3145109,60019982,31074497,1,2,3,1,1,1,752.1677,1.000317
2023,3145000,60022275,31071200,1,2,3,1,1,0,726.1556,1.000317
2023,3133758,60020137,31088958,1,2,3,1,1,1,798.0222766,1.0003174
2023,3145000,60022275,31070800,1,2,3,1,1,1,852.2630719,1.0003174
2023,2105963,60004670,21050071,1,2,3,1,1,1,825.4704255,1.000486
2023,4203808,60035983,42021401,1,2,3,1,1,1,754.8539805,1.0006739
2023,3135209,60019213,31138182,1,2,2,1,1,1,780.7650818,1.0009459
2023,3107109,60020533,31132223,1,2,2,1,1,0,677.7096572,1.0009459
2023,3167103,60018791,31151737,1,2,2,1,1,1,780.7650818,1.0009459
2023,3160702,60019330,31166668,1,2,2,1,1,1,770.0653,1.000946
2023,3118809,60021257,31142722,1,2,2,1,1,1,852.2631,1.000946
2023,3131307,60020711,31182576,1,2,2,1,1,1,746.5205,1.000946
2023,2933109,60015467,29059724,1,2,3,1,1,1,769.5257979,1.0011878
2023,2916856,60015637,29057994,1,2,3,1,1,1,798.4308818,1.0011878
2023,2207405,60007200,22027184,1,2,3,1,1,1,777.9413248,1.0016317
2023,2201903,60006928,22026743,1,2,3,1,1,1,845.7223438,1.0016317
2023,2207405,60007200,22027168,1,2,3,1,1,0,716.5603221,1.0016317
2023,4311718,60037946,43082598,1,2,2,1,1,1,777.1957,1.003258
2023,4322004,60039520,43067407,1,2,2,1,1,1,762.6245,1.003258
2023,2918407,60015101,29133556,1,2,3,1,1,0,712.1419953,1.0039216
2023,2926608,60018251,29065898,1,2,3,1,1,0,662.6529991,1.0039216
2023,2920452,60017969,29050419,1,2,3,1,1,0,735.684711,1.0039216
2023,2919504,60016717,29052485,1,2,3,1,1,0,710.1150445,1.0039216
2023,2925303,60018268,29136437,1,2,3,1,1,1,751.5720049,1.0046465
2023,3300100,60024175,33001059,1,2,3,1,1,1,794.444,1.005654
2023,3203346,60023498,32023611,1,2,3,1,1,1,790.6998891,1.0057905
2023,3200136,60022612,32032525,1,2,3,1,1,1,798.5925059,1.0057905
2023,5206206,60041965,52031782,1,2,3,1,1,0,731.0759092,1.00593
2023,2902906,60016868,29084666,1,2,3,1,1,0,698.1465407,1.0060456
2023,4317202,60038940,43034064,1,2,3,1,1,0,673.6454069,1.0063607
2023,4310207,60037919,43084915,1,2,3,1,1,1,808.7754645,1.0063607
2023,4213104,60036592,42026888,1,2,3,1,1,1,776.9544331,1.0065961
2023,2210003,60006903,22025161,1,2,3,1,1,1,744.4119243,1.0071337
2023,2200251,60006823,22028732,1,2,3,1,1,1,768.7965556,1.0071337
2023,2207009,60006784,22019781,1,2,3,1,1,0,729.454313,1.0071337
2023,2925709,60016844,29079998,1,2,3,1,1,0,694.3798883,1.0080358
2023,1507300,60003464,15092943,1,2,3,1,1,1,784.5540753,1.009111
2023,2306108,60007539,23082929,1,2,3,1,1,1,797.4226463,1.009144
2023,3200607,60022790,32025760,1,2,3,1,1,1,790.3049216,1.0091544
2023,3302502,60024655,33048040,1,2,3,1,1,0,736.1889,1.009375
2023,2405207,60010432,24013715,1,2,3,1,1,0,640.3989055,1.0096017
2023,2112100,60005254,21046257,1,2,3,1,1,1,763.6009418,1.0103571
2023,3143401,60021086,31108601,1,2,3,1,1,0,698.54014,1.010719
2023,4209102,60035249,42062191,1,2,3,1,1,1,816.0071587,1.0115387
2023,1504901,60001652,15061640,1,2,3,1,1,0,720.8941556,1.0117318
2023,1504901,60001652,15061653,1,2,3,1,1,1,767.6563708,1.0117318
2023,4110706,60034428,41073039,1,2,3,1,1,1,801.3175,1.011739
2023,4318481,60039135,43048657,1,2,3,1,1,1,795.4118911,1.0120497
2023,5201405,60042554,52021569,1,2,3,1,1,1,788.9617063,1.0123101
2023,5201405,60042554,52021553,1,2,3,1,1,0,719.249423,1.0123101
2023,4126603,60032840,41133130,1,2,3,1,1,1,787.9017427,1.0126424
2023,3154507,60019607,31025467,1,2,3,1,1,1,776.9433,1.012863
2023,3140506,60018892,31163305,1,2,3,1,1,0,700.508,1.01302
2023,4125506,60034131,41024957,1,2,3,1,1,0,719.1207644,1.013039
2023,3143302,60019508,31171635,1,2,2,1,1,1,749.0913137,1.0136783
2023,3138203,60021304,31008862,1,2,3,1,1,1,775.7155646,1.0138377
2023,3165537,60020917,31034043,1,2,3,1,1,1,819.6287,1.014391
2023,4209102,60035236,42057185,1,2,3,1,1,1,763.80033,1.0148112
2023,2304400,60009317,23009529,1,2,3,1,1,1,813.5423332,1.0149841
2023,2304400,60009317,23009548,1,2,3,1,1,1,811.2011695,1.0149841
2023,2302800,60007859,23088022,1,2,3,1,1,1,845.5242826,1.0153358
2023,1508100,60002491,15099634,1,2,3,1,1,1,773.2889506,1.0158902
2023,1508100,60002491,15099639,1,2,3,1,1,0,735.5066881,1.0158902
2023,1508100,60002491,15099626,1,2,3,1,1,0,680.1273049,1.0158902
2023,2607901,60012678,26042006,1,2,3,1,1,0,646.8945743,1.0160428
2023,4117453,60033054,41120736,1,2,3,1,1,1,793.219471,1.016156
2023,1300029,60001212,13000039,1,2,3,1,1,0,654.812176,1.0162651
2023,1300029,60001212,13000054,1,2,3,1,1,1,772.3376348,1.0162651
2023,2914604,60015354,29130588,1,2,3,1,1,1,759.088173,1.0172486
2023,3154606,60022208,31158033,1,2,2,1,1,1,757.977729,1.0173762
2023,2208858,60006762,22028506,1,2,3,1,1,1,845.7223438,1.0175306
2023,3304557,60025131,33100037,1,2,3,1,1,0,695.5261,1.017899
2023,2708006,60014242,27016025,1,2,3,1,1,0,720.5087954,1.0181464
2023,2507507,60011283,25002776,1,2,3,1,1,1,775.0673207,1.0191833
2023,5201405,60042583,52021675,1,2,3,1,1,1,794.0821646,1.0199731
2023,5201405,60042583,52021670,1,2,3,1,1,1,774.9351275,1.0199731
2023,4215802,60036117,42081622,1,2,2,1,1,1,745.7772001,1.0199936
2023,5102504,60041193,51005792,1,2,3,1,1,0,717.56,1.02
2023,2205508,60006419,22032100,1,2,3,1,1,1,763.8551485,1.0212441
